,Accuracy,Sensitivity,Specificity,F1,G-mean
554,0.8675,0.0555555556,0.9102339181,0.0404098716,0.22234131310000002
555,0.6330555556,0.1888888889,0.6564327485,0.0489503328,0.35204644500000004
556,0.9077777778,0.1611111111,0.9470760234000001,0.1486828154,0.3904781827
557,0.8733333333000001,0.05,0.9166666667000001,0.0379777455,0.2140871607
558,0.9638888889,0.5722222222000001,0.9845029240000001,0.6124106563,0.7501099736
559,0.8433333333,0.09444444440000001,0.8827485380000001,0.056393678200000005,0.2838879694
560,0.8838888889000001,0.0277777778,0.9289473684,0.023793724500000002,0.1588847029
561,0.7744444444,0.2388888889,0.8026315789,0.09568696600000001,0.4376032078
562,0.9002777778000001,0.022222222200000002,0.9464912281000001,0.0220626781,0.1429873539
563,0.8677777778,0.061111111100000004,0.9102339181,0.044285031100000004,0.23536115300000002
564,0.6180555556,0.2055555556,0.6397660819000001,0.051069703200000004,0.36257642370000004
565,0.9063888889,0.1611111111,0.9456140351000001,0.1467654321,0.3901812046
566,0.8683333333000001,0.05,0.9114035088,0.0366103237,0.2134712762
567,0.9613888889000001,0.5722222222000001,0.9818713450000001,0.5963821075,0.749090056
568,0.8447222222,0.09444444440000001,0.8842105263000001,0.0569056984,0.2841354137
569,0.8933333333000001,0.0277777778,0.9388888889,0.0258588568,0.1597263563
570,0.7705555556,0.2388888889,0.7985380117,0.09421434420000001,0.4364816322
571,0.8977777778,0.0166666667,0.9441520468000001,0.0166666667,0.07264831570000001
572,0.8619444444000001,0.0666666667,0.9038011696,0.0462926466,0.2409028276
573,0.6441666667,0.2,0.6675438596000001,0.0532198188,0.3653871051
574,0.9097222222,0.1833333333,0.9479532164000001,0.1681052954,0.4159078845
575,0.8705555556000001,0.05,0.9137426901000001,0.037198105100000003,0.2137453533
576,0.9677777778000001,0.4833333333,0.9932748538,0.5986678378,0.6920166339
577,0.8902777778000001,0.1,0.931871345,0.08432671080000001,0.30301571180000003
578,0.8283333333,0.1,0.8666666667,0.0547404547,0.2920306857
