Accuracy,Sensitivity,Specificity,F1,G-mean,AUC,Balanced Accuracy,Type
0.455,0.4167,0.4667,0.2629,0.4408,0.8333,0.4417,SVCsigmoid
0.5194,0.2738,0.5942,0.2099,0.4032,0.6667,0.434,SVCsigmoid
0.2594,0.981,0.0399,0.382,0.1967,1.0,0.5104,SVCsigmoid
0.6461,0.4548,0.7043,0.3749,0.5659,0.0,0.5796,SVCsigmoid
0.2333,1.0,0.0,0.3784,0.0,1.0,0.5,SVCsigmoid
0.6244,0.3889,0.6506,0.1715,0.5024,0.0,0.5198,SVCsigmoid
0.4489,0.5944,0.4327,0.1775,0.5071,1.0,0.5136,SVCsigmoid
0.5806,0.5056,0.5889,0.1944,0.5456,0.6667,0.5472,SVCsigmoid
0.4517,0.4944,0.4469,0.1526,0.4692,0.1667,0.4707,SVCsigmoid
0.4244,0.6111,0.4037,0.175,0.4961,1.0,0.5074,SVCsigmoid
0.5244,0.4167,0.5364,0.149,0.4723,0.1667,0.4765,SVCsigmoid
0.3567,0.6278,0.3265,0.1633,0.4526,0.3333,0.4772,SVCsigmoid
0.5983,0.4944,0.6099,0.1977,0.5491,1.0,0.5522,SVCsigmoid
0.5044,0.45,0.5105,0.154,0.479,0.1667,0.4802,SVCsigmoid
0.6211,0.55,0.6353,0.3262,0.5909,0.1667,0.5927,SVCsigmoid
0.5417,0.5233,0.5453,0.2755,0.5339,0.5,0.5343,SVCsigmoid
0.3367,0.6233,0.2793,0.2384,0.4163,0.5,0.4513,SVCsigmoid
0.4028,0.6033,0.3627,0.2518,0.4675,0.1667,0.483,SVCsigmoid
0.4961,0.4933,0.4967,0.2463,0.4945,0.0,0.495,SVCsigmoid
0.5561,0.65,0.5373,0.328,0.5909,0.1667,0.5937,SVCsigmoid
0.665,0.4167,0.7147,0.2933,0.5455,0.3333,0.5657,SVCsigmoid
0.1667,1.0,0.0,0.2857,0.0,1.0,0.5,SVCsigmoid
0.3167,0.87,0.206,0.2979,0.4233,0.6667,0.538,SVCsigmoid
0.6711,0.7833,0.637,0.5264,0.7063,1.0,0.7101,SVCsigmoid
0.2361,0.9976,0.0043,0.3787,0.0538,1.0,0.501,SVCsigmoid
0.2344,1.0,0.0014,0.3787,0.0311,1.0,0.5007,SVCsigmoid
0.2333,1.0,0.0,0.3784,0.0,1.0,0.5,SVCsigmoid
0.2333,1.0,0.0,0.3784,0.0,1.0,0.5,SVCsigmoid
0.4128,0.5048,0.3848,0.2863,0.4407,0.5,0.4448,SVCsigmoid
0.5744,0.5786,0.5732,0.3881,0.5758,0.8333,0.5759,SVCsigmoid
0.4661,0.4571,0.4688,0.2852,0.4624,0.0,0.463,SVCsigmoid
0.4706,0.5548,0.4449,0.3283,0.4966,1.0,0.4998,SVCsigmoid
0.7661,0.4333,0.8031,0.2702,0.5897,0.0,0.6182,SVCsigmoid
0.4183,0.6111,0.3969,0.1736,0.4924,0.6667,0.504,SVCsigmoid
0.5411,0.5556,0.5395,0.1947,0.5469,0.8333,0.5475,SVCsigmoid
0.475,0.4278,0.4802,0.1401,0.4532,0.0,0.454,SVCsigmoid
0.5,0.5222,0.4975,0.1736,0.5096,0.3333,0.5099,SVCsigmoid
0.49,0.4278,0.4969,0.1438,0.4607,0.8333,0.4623,SVCsigmoid
0.4611,0.5556,0.4506,0.1707,0.4994,0.6667,0.5031,SVCsigmoid
0.5389,0.4389,0.55,0.1599,0.4913,0.1667,0.4944,SVCsigmoid
0.4733,0.5444,0.4654,0.1709,0.502,0.3333,0.5049,SVCsigmoid
0.8117,0.75,0.824,0.5704,0.7861,0.5,0.787,SVCsigmoid
0.1667,1.0,0.0,0.2857,0.0,1.0,0.5,SVCsigmoid
0.5028,0.55,0.4933,0.2685,0.5193,1.0,0.5217,SVCsigmoid
0.5439,0.3633,0.58,0.2099,0.4584,0.6667,0.4717,SVCsigmoid
0.6167,0.4,0.66,0.2581,0.5137,0.1667,0.53,SVCsigmoid
0.5667,0.49,0.582,0.2737,0.5336,0.3333,0.536,SVCsigmoid
0.5833,0.6,0.58,0.3244,0.5897,0.3333,0.59,SVCsigmoid
0.1667,1.0,0.0,0.2857,0.0,1.0,0.5,SVCsigmoid
0.1667,1.0,0.0,0.2857,0.0,1.0,0.5,SVCsigmoid
0.6156,0.6857,0.5942,0.4545,0.6382,0.3333,0.64,SVCsigmoid
0.4544,0.4071,0.4688,0.2583,0.4366,1.0,0.438,SVCsigmoid
0.6189,0.4619,0.6667,0.3613,0.5549,0.1667,0.5643,SVCsigmoid
0.5606,0.4976,0.5797,0.3458,0.5371,0.6667,0.5387,SVCsigmoid
0.5156,0.4786,0.5268,0.3157,0.502,0.3333,0.5027,SVCsigmoid
0.3806,0.581,0.3196,0.3044,0.4302,0.5,0.4503,SVCsigmoid
0.47,0.4667,0.471,0.2913,0.4688,0.6667,0.4688,SVCsigmoid
0.435,0.5595,0.3971,0.3161,0.4714,0.5,0.4783,SVCsigmoid
0.5872,0.2738,0.6826,0.2366,0.4322,0.1667,0.4782,SVCsigmoid
0.8783,0.8444,0.8801,0.4103,0.862,0.8333,0.8623,SVCsigmoid
0.6647,0.8278,0.6561,0.198,0.7366,0.5,0.742,SVCsigmoid
0.5169,0.5111,0.5173,0.0957,0.5141,1.0,0.5142,SVCsigmoid
0.7908,0.3111,0.8161,0.1299,0.5033,0.1667,0.5636,SVCsigmoid
0.2669,0.4389,0.2579,0.0565,0.3362,0.1667,0.3484,SVCsigmoid
0.6731,0.1111,0.7026,0.0328,0.2787,0.0,0.4069,SVCsigmoid
0.05,1.0,0.0,0.0952,0.0,1.0,0.5,SVCsigmoid
0.6572,0.6222,0.6591,0.1536,0.6399,0.8333,0.6406,SVCsigmoid
0.5453,0.7778,0.533,0.1461,0.6438,1.0,0.6554,SVCsigmoid
0.9119,0.3633,0.9618,0.407,0.5903,0.0,0.6626,SVCsigmoid
0.0833,1.0,0.0,0.1538,0.0,1.0,0.5,SVCsigmoid
0.8194,0.1867,0.877,0.1464,0.4028,0.0,0.5318,SVCsigmoid
0.8142,0.3033,0.8606,0.2136,0.5099,0.5,0.582,SVCsigmoid
0.6142,0.21,0.6509,0.0832,0.3697,0.3333,0.4305,SVCsigmoid
0.8069,0.3733,0.8464,0.2438,0.5619,0.3333,0.6098,SVCsigmoid
0.5603,0.42,0.573,0.1375,0.4905,0.5,0.4965,SVCsigmoid
0.4467,0.49,0.4427,0.1286,0.4656,0.3333,0.4664,SVCsigmoid
0.4197,0.67,0.397,0.1615,0.5157,0.5,0.5335,SVCsigmoid
0.9647,0.7476,0.9934,0.8315,0.8617,0.5,0.8705,SVCsigmoid
0.5878,0.3667,0.617,0.1719,0.4756,0.1667,0.4918,SVCsigmoid
0.4431,0.5381,0.4305,0.184,0.4812,0.1667,0.4843,SVCsigmoid
0.685,0.0262,0.772,0.019,0.1411,0.0,0.3991,SVCsigmoid
0.1167,1.0,0.0,0.209,0.0,1.0,0.5,SVCsigmoid
0.5089,0.7167,0.4814,0.2538,0.5869,1.0,0.5991,SVCsigmoid
0.6025,0.5143,0.6142,0.2319,0.5619,0.8333,0.5642,SVCsigmoid
0.7519,0.4286,0.7947,0.2874,0.5836,0.1667,0.6116,SVCsigmoid
0.3175,0.6786,0.2698,0.1883,0.4278,0.8333,0.4742,SVCsigmoid
0.9511,0.1944,0.9909,0.2841,0.4386,0.0,0.5927,SVCsigmoid
0.7067,0.4611,0.7196,0.136,0.5758,0.3333,0.5904,SVCsigmoid
0.6278,0.3556,0.6421,0.0873,0.4778,0.0,0.4988,SVCsigmoid
0.8761,0.25,0.9091,0.1677,0.4762,0.3333,0.5795,SVCsigmoid
0.5042,0.4722,0.5058,0.0869,0.4885,0.1667,0.489,SVCsigmoid
0.5308,0.2056,0.548,0.0419,0.3353,0.0,0.3768,SVCsigmoid
0.5714,0.4778,0.5763,0.1004,0.5245,0.6667,0.527,SVCsigmoid
0.5358,0.4389,0.5409,0.0864,0.4872,0.0,0.4899,SVCsigmoid
0.4561,0.4611,0.4558,0.0782,0.4585,0.5,0.4585,SVCsigmoid
0.9131,0.1567,0.9818,0.2309,0.3915,0.0,0.5692,SVCsigmoid
0.4892,0.6867,0.4712,0.1831,0.5688,1.0,0.5789,SVCsigmoid
0.4031,0.6233,0.383,0.1482,0.4886,0.5,0.5032,SVCsigmoid
0.3075,0.77,0.2655,0.1564,0.4521,1.0,0.5177,SVCsigmoid
0.5256,0.6,0.5188,0.1741,0.5578,0.6667,0.5594,SVCsigmoid
0.4947,0.5533,0.4894,0.1543,0.5203,1.0,0.5214,SVCsigmoid
0.7972,0.2433,0.8476,0.1667,0.4541,0.1667,0.5455,SVCsigmoid
0.5089,0.52,0.5079,0.1501,0.5138,0.5,0.5139,SVCsigmoid
0.3928,0.6933,0.3655,0.1599,0.5033,0.5,0.5294,SVCsigmoid
0.8914,0.4976,0.9434,0.5167,0.6851,0.3333,0.7205,SVCsigmoid
0.4153,0.5929,0.3918,0.1913,0.4816,0.5,0.4923,SVCsigmoid
0.1167,1.0,0.0,0.209,0.0,1.0,0.5,SVCsigmoid
0.6853,0.3786,0.7258,0.2191,0.5241,0.5,0.5522,SVCsigmoid
0.47,0.5905,0.4541,0.2064,0.5178,0.8333,0.5223,SVCsigmoid
0.4453,0.6048,0.4242,0.2028,0.5064,0.5,0.5145,SVCsigmoid
0.6086,0.2357,0.6579,0.1232,0.3938,0.0,0.4468,SVCsigmoid
0.1167,1.0,0.0,0.209,0.0,1.0,0.5,SVCsigmoid
0.5214,0.5571,0.5167,0.2137,0.5363,0.1667,0.5369,SVCsigmoid
0.8442,0.3,0.8728,0.1627,0.5114,0.1667,0.5864,SVCsigmoid
0.605,0.3167,0.6202,0.0744,0.443,0.5,0.4684,SVCsigmoid
0.4258,0.6889,0.412,0.1071,0.5324,0.6667,0.5504,SVCsigmoid
0.4403,0.4778,0.4383,0.0785,0.4567,0.6667,0.458,SVCsigmoid
0.05,1.0,0.0,0.0952,0.0,1.0,0.5,SVCsigmoid
0.7703,0.1222,0.8044,0.0505,0.3129,0.0,0.4633,SVCsigmoid
0.4442,0.6222,0.4348,0.1009,0.5196,1.0,0.5285,SVCsigmoid
0.6,0.4889,0.6058,0.1088,0.5438,0.5,0.5474,SVCsigmoid
0.4944,0.4722,0.4956,0.0855,0.4838,0.8333,0.4839,SVCsigmoid
0.7306,0.4133,0.7594,0.2034,0.5599,0.1667,0.5864,SVCsigmoid
0.0833,1.0,0.0,0.1538,0.0,1.0,0.5,SVCsigmoid
0.0833,1.0,0.0,0.1538,0.0,1.0,0.5,SVCsigmoid
0.5156,0.51,0.5161,0.1493,0.5128,0.8333,0.513,SVCsigmoid
0.445,0.6467,0.4267,0.1627,0.5249,0.3333,0.5367,SVCsigmoid
0.0833,1.0,0.0,0.1538,0.0,1.0,0.5,SVCsigmoid
0.6225,0.35,0.6473,0.1339,0.476,0.5,0.4986,SVCsigmoid
0.4328,0.5067,0.4261,0.1295,0.4644,0.3333,0.4664,SVCsigmoid
0.3981,0.5767,0.3818,0.1377,0.4689,0.5,0.4792,SVCsigmoid
0.7675,0.4214,0.8132,0.2976,0.5853,0.0,0.6173,SVCsigmoid
0.4531,0.519,0.4443,0.1813,0.4802,0.6667,0.4817,SVCsigmoid
0.5169,0.4,0.5324,0.1621,0.4614,0.1667,0.4662,SVCsigmoid
0.5228,0.4548,0.5318,0.182,0.4913,0.3333,0.4933,SVCsigmoid
0.42,0.5619,0.4013,0.1844,0.4748,0.1667,0.4816,SVCsigmoid
0.1167,1.0,0.0,0.209,0.0,1.0,0.5,SVCsigmoid
0.5056,0.5167,0.5041,0.1962,0.5103,0.6667,0.5104,SVCsigmoid
0.4994,0.5214,0.4965,0.1957,0.5087,0.6667,0.509,SVCsigmoid
0.5581,0.3667,0.5833,0.1622,0.4618,0.5,0.475,SVCsigmoid
0.7683,0.7222,0.7735,0.3837,0.7462,0.5,0.7478,RidgeClassifier
0.4411,0.4278,0.4426,0.1324,0.4337,0.5,0.4352,RidgeClassifier
0.7056,0.2389,0.7574,0.1394,0.4244,0.6667,0.4981,RidgeClassifier
0.3661,0.45,0.3568,0.1241,0.3997,0.3333,0.4034,RidgeClassifier
0.6817,0.4278,0.7099,0.2121,0.5511,0.5,0.5688,RidgeClassifier
0.3594,0.5944,0.3333,0.1559,0.4425,0.6667,0.4639,RidgeClassifier
0.6906,0.2389,0.7407,0.1315,0.4145,0.1667,0.4898,RidgeClassifier
0.7878,0.2167,0.8512,0.1655,0.4197,0.3333,0.534,RidgeClassifier
0.4211,0.1167,0.4549,0.0387,0.2293,0.5,0.2858,RidgeClassifier
0.6689,0.82,0.6387,0.4523,0.7237,0.1667,0.7293,RidgeClassifier
0.3889,0.4033,0.386,0.1802,0.394,0.8333,0.3947,RidgeClassifier
0.4294,0.37,0.4413,0.1775,0.4034,0.6667,0.4057,RidgeClassifier
0.5461,0.34,0.5873,0.1997,0.4466,0.1667,0.4637,RidgeClassifier
0.5611,0.5233,0.5687,0.2845,0.5453,0.3333,0.546,RidgeClassifier
0.5306,0.5667,0.5233,0.287,0.5445,0.5,0.545,RidgeClassifier
0.5211,0.3667,0.552,0.2035,0.4496,0.6667,0.4593,RidgeClassifier
0.4683,0.28,0.506,0.1494,0.3763,0.8333,0.393,RidgeClassifier
0.4672,0.61,0.4387,0.2762,0.5172,0.3333,0.5243,RidgeClassifier
0.575,0.6095,0.5645,0.401,0.5866,0.5,0.587,RidgeClassifier
0.5639,0.4238,0.6065,0.312,0.507,0.5,0.5152,RidgeClassifier
0.4278,0.5524,0.3899,0.3104,0.4638,0.5,0.4711,RidgeClassifier
0.4761,0.6262,0.4304,0.3581,0.5191,0.0,0.5283,RidgeClassifier
0.4667,0.3786,0.4935,0.2488,0.4321,0.8333,0.436,RidgeClassifier
0.5272,0.3548,0.5797,0.2593,0.4533,0.6667,0.4672,RidgeClassifier
0.455,0.569,0.4203,0.3276,0.489,0.5,0.4947,RidgeClassifier
0.5789,0.5476,0.5884,0.3777,0.5676,0.0,0.568,RidgeClassifier
0.5489,0.4976,0.5645,0.3396,0.5297,0.5,0.5311,RidgeClassifier
0.6439,0.5056,0.6593,0.2211,0.5763,0.0,0.5824,RidgeClassifier
0.5456,0.3444,0.5679,0.1316,0.4419,0.1667,0.4562,RidgeClassifier
0.585,0.4611,0.5988,0.1815,0.5247,0.3333,0.5299,RidgeClassifier
0.4522,0.4722,0.45,0.1469,0.4604,0.1667,0.4611,RidgeClassifier
0.4744,0.5611,0.4648,0.1759,0.5106,1.0,0.513,RidgeClassifier
0.5233,0.4056,0.5364,0.1452,0.4656,0.3333,0.471,RidgeClassifier
0.4739,0.5389,0.4667,0.17,0.5014,0.0,0.5028,RidgeClassifier
0.5989,0.5056,0.6093,0.2016,0.555,1.0,0.5574,RidgeClassifier
0.5089,0.4167,0.5191,0.1453,0.465,0.0,0.4679,RidgeClassifier
0.6656,0.56,0.6867,0.3583,0.6201,0.1667,0.6233,RidgeClassifier
0.5194,0.4533,0.5327,0.2391,0.4912,0.5,0.493,RidgeClassifier
0.3961,0.5533,0.3647,0.2336,0.4483,0.5,0.459,RidgeClassifier
0.4222,0.5833,0.39,0.2516,0.4764,0.5,0.4867,RidgeClassifier
0.4583,0.5733,0.4353,0.2611,0.4996,0.0,0.5043,RidgeClassifier
0.6394,0.59,0.6493,0.3529,0.6188,0.1667,0.6197,RidgeClassifier
0.5272,0.4833,0.536,0.2543,0.5089,0.3333,0.5097,RidgeClassifier
0.5161,0.52,0.5153,0.2637,0.5175,0.0,0.5177,RidgeClassifier
0.4639,0.56,0.4447,0.2583,0.499,0.5,0.5023,RidgeClassifier
0.6917,0.7238,0.6819,0.523,0.7025,0.8333,0.7028,RidgeClassifier
0.5117,0.6595,0.4667,0.3863,0.5544,1.0,0.5631,RidgeClassifier
0.6267,0.569,0.6442,0.4156,0.6054,0.5,0.6066,RidgeClassifier
0.405,0.5,0.3761,0.2817,0.4336,0.0,0.438,RidgeClassifier
0.4267,0.45,0.4196,0.2681,0.4343,0.0,0.4348,RidgeClassifier
0.4267,0.4452,0.421,0.2659,0.4328,0.5,0.4331,RidgeClassifier
0.5944,0.5905,0.5957,0.4046,0.593,0.8333,0.5931,RidgeClassifier
0.4483,0.5167,0.4275,0.304,0.4697,0.0,0.4721,RidgeClassifier
0.5022,0.5619,0.4841,0.3449,0.5214,0.8333,0.523,RidgeClassifier
0.7461,0.5278,0.7704,0.2941,0.6374,0.1667,0.6491,RidgeClassifier
0.5006,0.4,0.5117,0.138,0.4521,0.6667,0.4559,RidgeClassifier
0.6183,0.5222,0.629,0.2136,0.5703,0.8333,0.5756,RidgeClassifier
0.4444,0.4444,0.4444,0.1382,0.4444,0.1667,0.4444,RidgeClassifier
0.5189,0.4667,0.5247,0.1632,0.4948,0.0,0.4957,RidgeClassifier
0.5061,0.4222,0.5154,0.1464,0.4657,0.8333,0.4688,RidgeClassifier
0.46,0.5667,0.4481,0.1735,0.5039,0.6667,0.5074,RidgeClassifier
0.5267,0.4222,0.5383,0.1513,0.4763,0.1667,0.4802,RidgeClassifier
0.5494,0.5167,0.5531,0.1862,0.5333,0.3333,0.5349,RidgeClassifier
0.8139,0.71,0.8347,0.5594,0.7695,0.5,0.7723,RidgeClassifier
0.4978,0.4333,0.5107,0.2236,0.4701,0.6667,0.472,RidgeClassifier
0.5539,0.4967,0.5653,0.2705,0.5297,0.8333,0.531,RidgeClassifier
0.575,0.3733,0.6153,0.2266,0.4793,0.6667,0.4943,RidgeClassifier
0.6183,0.4667,0.6487,0.2896,0.5502,0.8333,0.5577,RidgeClassifier
0.54,0.5,0.548,0.2657,0.5227,0.5,0.524,RidgeClassifier
0.5794,0.66,0.5633,0.343,0.6087,0.3333,0.6117,RidgeClassifier
0.4328,0.4467,0.43,0.2079,0.4382,0.8333,0.4383,RidgeClassifier
0.4367,0.4167,0.4407,0.1975,0.4277,0.5,0.4287,RidgeClassifier
0.7044,0.7024,0.7051,0.5262,0.7037,0.3333,0.7037,RidgeClassifier
0.4939,0.3286,0.5442,0.2323,0.4222,1.0,0.4364,RidgeClassifier
0.5733,0.4881,0.5993,0.348,0.5407,0.5,0.5437,RidgeClassifier
0.5722,0.5238,0.587,0.3636,0.5544,0.3333,0.5554,RidgeClassifier
0.5094,0.4667,0.5225,0.3075,0.4937,0.3333,0.4946,RidgeClassifier
0.4178,0.55,0.3775,0.306,0.4557,0.6667,0.4638,RidgeClassifier
0.4861,0.4952,0.4833,0.3102,0.4891,1.0,0.4893,RidgeClassifier
0.5044,0.4524,0.5203,0.2987,0.4851,0.8333,0.4863,RidgeClassifier
0.55,0.3738,0.6036,0.2793,0.4747,0.1667,0.4887,RidgeClassifier
0.8703,0.8778,0.8699,0.404,0.8738,0.8333,0.8738,RidgeClassifier
0.6239,0.7556,0.617,0.1673,0.6827,0.5,0.6863,RidgeClassifier
0.4122,0.5611,0.4044,0.0871,0.4763,1.0,0.4827,RidgeClassifier
0.7733,0.4667,0.7895,0.1707,0.607,0.1667,0.6281,RidgeClassifier
0.3461,0.25,0.3512,0.0368,0.2962,0.0,0.3006,RidgeClassifier
0.5481,0.3,0.5611,0.0623,0.4103,0.0,0.4306,RidgeClassifier
0.44,0.0889,0.4585,0.0156,0.199,0.1667,0.2737,RidgeClassifier
0.6794,0.6389,0.6816,0.1664,0.6598,0.8333,0.6602,RidgeClassifier
0.6086,0.5722,0.6105,0.1276,0.5911,1.0,0.5914,RidgeClassifier
0.6108,0.5033,0.6206,0.1773,0.5588,1.0,0.562,RidgeClassifier
0.4953,0.5367,0.4915,0.1506,0.5136,0.5,0.5141,RidgeClassifier
0.5825,0.41,0.5982,0.1404,0.4943,0.5,0.5041,RidgeClassifier
0.4469,0.59,0.4339,0.151,0.506,0.5,0.512,RidgeClassifier
0.5756,0.3167,0.5991,0.1107,0.4356,0.6667,0.4579,RidgeClassifier
0.5978,0.4767,0.6088,0.1651,0.5387,0.0,0.5427,RidgeClassifier
0.5322,0.41,0.5433,0.1275,0.472,0.5,0.4767,RidgeClassifier
0.4956,0.3967,0.5045,0.1158,0.447,0.0,0.4506,RidgeClassifier
0.5233,0.5533,0.5206,0.1622,0.5367,0.5,0.537,RidgeClassifier
0.9631,0.7881,0.9862,0.8327,0.8816,0.5,0.8871,RidgeClassifier
0.5417,0.4214,0.5575,0.1766,0.4847,0.1667,0.4895,RidgeClassifier
0.4692,0.5095,0.4638,0.183,0.4861,0.1667,0.4867,RidgeClassifier
0.5128,0.2786,0.5437,0.1174,0.3873,0.5,0.4111,RidgeClassifier
0.4853,0.4048,0.4959,0.155,0.448,0.1667,0.4503,RidgeClassifier
0.5053,0.5667,0.4972,0.2109,0.5308,0.8333,0.5319,RidgeClassifier
0.5692,0.6024,0.5648,0.2459,0.583,0.8333,0.5836,RidgeClassifier
0.5844,0.4405,0.6035,0.1983,0.5156,0.1667,0.522,RidgeClassifier
0.5403,0.5738,0.5358,0.2256,0.5545,0.8333,0.5548,RidgeClassifier
0.7617,0.6333,0.7684,0.2099,0.6975,0.5,0.7009,RidgeClassifier
0.6025,0.4722,0.6094,0.1061,0.5359,0.1667,0.5408,RidgeClassifier
0.5583,0.4667,0.5632,0.0956,0.5126,0.0,0.5149,RidgeClassifier
0.5344,0.5056,0.536,0.098,0.5205,0.8333,0.5208,RidgeClassifier
0.5972,0.4167,0.6067,0.0943,0.5024,0.1667,0.5117,RidgeClassifier
0.5494,0.2611,0.5646,0.0547,0.3831,0.0,0.4129,RidgeClassifier
0.5064,0.5222,0.5056,0.0957,0.5136,1.0,0.5139,RidgeClassifier
0.5581,0.4056,0.5661,0.0841,0.4791,0.0,0.4858,RidgeClassifier
0.47,0.3833,0.4746,0.0675,0.4264,0.5,0.4289,RidgeClassifier
0.6458,0.58,0.6518,0.2144,0.6147,0.5,0.6159,RidgeClassifier
0.4664,0.67,0.4479,0.173,0.5477,0.6667,0.5589,RidgeClassifier
0.4908,0.52,0.4882,0.1454,0.5037,0.5,0.5041,RidgeClassifier
0.3914,0.6933,0.3639,0.1596,0.5023,1.0,0.5286,RidgeClassifier
0.5403,0.59,0.5358,0.1762,0.5621,0.6667,0.5629,RidgeClassifier
0.5231,0.5433,0.5212,0.1595,0.5321,0.6667,0.5323,RidgeClassifier
0.4653,0.49,0.463,0.1325,0.4763,0.3333,0.4765,RidgeClassifier
0.5481,0.47,0.5552,0.1478,0.5108,0.5,0.5126,RidgeClassifier
0.4483,0.6533,0.4297,0.1649,0.5297,0.5,0.5415,RidgeClassifier
0.7356,0.5833,0.7557,0.3398,0.6638,0.3333,0.6695,RidgeClassifier
0.4628,0.5286,0.4541,0.1866,0.4894,0.5,0.4913,RidgeClassifier
0.6167,0.481,0.6346,0.2265,0.5524,0.3333,0.5578,RidgeClassifier
0.4781,0.5929,0.4629,0.2095,0.5238,0.5,0.5279,RidgeClassifier
0.5078,0.5238,0.5057,0.199,0.5145,0.8333,0.5147,RidgeClassifier
0.4972,0.5738,0.4871,0.2102,0.5285,0.5,0.5305,RidgeClassifier
0.4431,0.4714,0.4393,0.1649,0.455,0.5,0.4554,RidgeClassifier
0.5181,0.3643,0.5384,0.1499,0.4425,0.5,0.4513,RidgeClassifier
0.5589,0.5,0.5667,0.2095,0.5323,0.1667,0.5333,RidgeClassifier
0.6886,0.4611,0.7006,0.1288,0.5678,0.5,0.5808,RidgeClassifier
0.6119,0.45,0.6205,0.1039,0.5282,0.5,0.5352,RidgeClassifier
0.5828,0.3667,0.5942,0.0808,0.4667,0.5,0.4804,RidgeClassifier
0.4744,0.4889,0.4737,0.0851,0.4811,0.5,0.4813,RidgeClassifier
0.5467,0.4278,0.5529,0.0862,0.4863,0.0,0.4904,RidgeClassifier
0.6106,0.4056,0.6213,0.0943,0.5019,0.1667,0.5135,RidgeClassifier
0.5114,0.5389,0.5099,0.0995,0.5238,0.6667,0.5244,RidgeClassifier
0.5644,0.4833,0.5687,0.0999,0.5243,0.6667,0.526,RidgeClassifier
0.5594,0.4389,0.5658,0.0907,0.4979,0.8333,0.5023,RidgeClassifier
0.6581,0.45,0.677,0.1799,0.5517,0.0,0.5635,RidgeClassifier
0.5744,0.4733,0.5836,0.1558,0.5233,0.3333,0.5285,RidgeClassifier
0.4728,0.5,0.4703,0.1365,0.4848,0.0,0.4852,RidgeClassifier
0.5294,0.4767,0.5342,0.1445,0.5046,0.8333,0.5055,RidgeClassifier
0.5314,0.51,0.5333,0.1535,0.5214,0.3333,0.5217,RidgeClassifier
0.5828,0.5133,0.5891,0.1704,0.5499,0.5,0.5512,RidgeClassifier
0.5858,0.4067,0.6021,0.1408,0.4948,0.6667,0.5044,RidgeClassifier
0.4747,0.5133,0.4712,0.1401,0.4918,0.3333,0.4923,RidgeClassifier
0.5181,0.4933,0.5203,0.146,0.5066,0.5,0.5068,RidgeClassifier
0.5722,0.5619,0.5736,0.2351,0.5675,0.5,0.5677,RidgeClassifier
0.5417,0.4405,0.555,0.1832,0.4944,0.5,0.4978,RidgeClassifier
0.5092,0.4214,0.5208,0.1672,0.4682,0.1667,0.4711,RidgeClassifier
0.5514,0.419,0.5689,0.1787,0.4875,0.3333,0.494,RidgeClassifier
0.5119,0.5429,0.5079,0.2061,0.5251,0.3333,0.5254,RidgeClassifier
0.5428,0.4619,0.5535,0.1907,0.5054,0.3333,0.5077,RidgeClassifier
0.4967,0.5452,0.4903,0.2021,0.5168,0.6667,0.5177,RidgeClassifier
0.4958,0.5048,0.4947,0.1895,0.4996,0.6667,0.4997,RidgeClassifier
0.5394,0.3714,0.5616,0.1583,0.4561,0.5,0.4665,RidgeClassifier
0.9389,0.3889,1.0,0.5588,0.6228,0.5,0.6944,GaussianProcessClassifier
0.9106,0.1111,0.9994,0.199,0.333,0.3333,0.5552,GaussianProcessClassifier
0.8833,0.0556,0.9753,0.0878,0.2302,0.3333,0.5154,GaussianProcessClassifier
0.6072,0.2,0.6525,0.0923,0.359,0.5,0.4262,GaussianProcessClassifier
0.8683,0.0222,0.9623,0.0325,0.1194,0.0,0.4923,GaussianProcessClassifier
0.7506,0.0111,0.8327,0.0093,0.0561,0.0,0.4219,GaussianProcessClassifier
0.7106,0.1778,0.7698,0.1061,0.3459,0.5,0.4738,GaussianProcessClassifier
0.8072,0.25,0.8691,0.2056,0.4656,0.0,0.5596,GaussianProcessClassifier
0.8956,0.0778,0.9864,0.1296,0.2757,0.3333,0.5321,GaussianProcessClassifier
0.9578,0.7667,0.996,0.8581,0.8738,0.1667,0.8813,GaussianProcessClassifier
0.6911,0.27,0.7753,0.2267,0.4575,0.3333,0.5227,GaussianProcessClassifier
0.795,0.0633,0.9413,0.0886,0.2281,0.0,0.5023,GaussianProcessClassifier
0.5439,0.0067,0.6513,0.005,0.0545,0.3333,0.329,GaussianProcessClassifier
0.7367,0.02,0.88,0.0247,0.1327,0.0,0.45,GaussianProcessClassifier
0.7778,0.1267,0.908,0.163,0.3363,0.0,0.5173,GaussianProcessClassifier
0.8456,0.37,0.9407,0.4441,0.59,0.5,0.6553,GaussianProcessClassifier
0.5511,0.0633,0.6487,0.0451,0.2027,0.3333,0.356,GaussianProcessClassifier
0.7861,0.03,0.9373,0.0447,0.1677,0.0,0.4837,GaussianProcessClassifier
0.9139,0.6619,0.9906,0.782,0.8097,0.1667,0.8262,GaussianProcessClassifier
0.7372,0.0357,0.9507,0.0596,0.1843,0.0,0.4932,GaussianProcessClassifier
0.5367,0.0095,0.6971,0.0096,0.0668,0.5,0.3533,GaussianProcessClassifier
0.3894,0.4452,0.3725,0.254,0.4072,0.3333,0.4089,GaussianProcessClassifier
0.5717,0.0048,0.7442,0.005,0.0341,0.5,0.3745,GaussianProcessClassifier
0.6556,0.0762,0.8319,0.0936,0.2517,0.3333,0.454,GaussianProcessClassifier
