Z,Accuracy,Sensitivity,Specificity,F1,G-mean,AUC,Balanced Accuracy
0,0.5422719478740741,0.4901430531074074,0.54753814425,0.2103744433771605,0.5116177124882716,0.4619341563783951,0.518840598680247
4,0.5424622770944445,0.4917332941432098,0.5475470693604938,0.21034993800246915,0.512236458241358,0.45884773662654327,0.5196401817469136
8,0.5387945816160493,0.49247305506666667,0.5431995633919753,0.20982850546604936,0.5104832585493827,0.45987654320864196,0.5178363092296296
16,0.535257201645679,0.4991602978604939,0.5384828275876543,0.2104647418512346,0.5125490363401235,0.477366255145679,0.5188215627271605
32,0.5256001371734568,0.5095414462117284,0.5269310406827161,0.21104642028580248,0.5116791747512346,0.49074074074074076,0.5182362434475308
