Z,Accuracy,Sensitivity,Specificity,F1,G-mean,AUC,Balanced Accuracy
0,0.7946896433450616,0.18499020184135803,0.8740352602154321,0.1894721937345679,0.3491838422716049,0.15843621399012345,0.529512731025926
4,0.7935699588487655,0.1861209092691358,0.8724726732037037,0.18937005034814813,0.3501134969574074,0.15843621399012345,0.5292967912358024
8,0.7929338134413582,0.1865657456419753,0.8716718489061729,0.18882894160555555,0.35091212639938274,0.1646090534962963,0.5291187972753086
16,0.7911659807938272,0.19041348226728397,0.8690575599728395,0.19058804826234568,0.35549754717592597,0.16563786007962963,0.5297355211191358
32,0.7858007544592593,0.1970419361160494,0.8616217031111111,0.19210558584814816,0.362848218058642,0.16563786008148149,0.5293318196104938
