Z,Accuracy,Sensitivity,Specificity,F1,G-mean,AUC,Balanced Accuracy
0,0.5740792181049383,0.4411228688987654,0.5839735705716049,0.20475884898209876,0.4689854586432099,0.4125514403283951,0.512548219737037
4,0.5677177640555556,0.4739809915740741,0.5734198943172839,0.21713226135308641,0.4902725045938272,0.4722222222216049,0.5237004429456791
8,0.5303429355283951,0.5025974916709877,0.5297549042734568,0.21625723336419753,0.48644180884629634,0.476337448558642,0.5161761979734568
16,0.5564060356660494,0.4698216735253086,0.5648218962148148,0.21458776340123456,0.48878786166666666,0.4670781893006173,0.5173217848709877
32,0.5413597393679013,0.47414168136358026,0.5488331254783951,0.20769460616296295,0.4851349000148148,0.48662551440308643,0.5114874034228395
