Z,Accuracy,Sensitivity,Specificity,F1,G-mean,AUC,Balanced Accuracy
0,0.6929132373135802,0.3157681755864198,0.7377342515024692,0.21015687576419753,0.4566565554586419,0.2932098765462963,0.5267512135376543
4,0.6787894375858025,0.3213883989845679,0.7197461479024692,0.20648959139814818,0.4551348044987654,0.31481481481851853,0.5205672734419754
8,0.673784293554321,0.3339770723074074,0.7109708983271605,0.21128975351728396,0.4604724691722222,0.32716049382469137,0.5224739853222222
16,0.6548302469148148,0.36018322555493826,0.6851116606,0.21375349258641974,0.47297428355,0.33333333333395065,0.5226474430759259
32,0.6277880658425926,0.3941064079981481,0.6500906413487655,0.21409118564074076,0.4822687705765432,0.3775720164641975,0.5220985246740741
