Z,Accuracy,Sensitivity,Specificity,F1,G-mean,AUC,Balanced Accuracy
0,0.7514146090555556,0.2564824612925926,0.815246009787037,0.21681968784938271,0.42092175708333335,0.22325102880617284,0.5358642355401234
4,0.7522513717438272,0.25350186164753086,0.8165105023,0.21555695576358025,0.4187595869037037,0.22222222222098764,0.5350061819728396
8,0.7527211934185185,0.2527287869895062,0.8170153205839507,0.21487584228518522,0.41779692953518516,0.23559670781790124,0.5348720537839506
16,0.7538597393703703,0.2544885361530864,0.8187220366253086,0.21510843140061728,0.4210739095283951,0.22222222222098764,0.5366052863895061
32,0.7503172153617284,0.2515187144845679,0.8145248912135802,0.21112541672592594,0.41805516976358026,0.23251028806358023,0.53302180285
