Z,Accuracy,Sensitivity,Specificity,F1,G-mean,AUC,Balanced Accuracy
0,0.55431412894321,0.4807711150339506,0.5607314483216049,0.2145328209765432,0.5023362793475309,0.4650205761296296,0.5207512816728395
4,0.5589763374419754,0.4769155398820987,0.5671438261703704,0.2125488997117284,0.5018579836759259,0.4475308641950618,0.5220296830271605
8,0.5473508230462963,0.48849990201851856,0.5526263398574074,0.2132329156432099,0.4990720436746913,0.46296296296296297,0.520563120941358
16,0.5436796982191358,0.504920634921605,0.5472759739351851,0.21998262857160497,0.5129979570623456,0.4341563786006173,0.5260983044296296
32,0.5360202331987655,0.5082882618067901,0.5368108362314815,0.21585620675740744,0.5070735988401235,0.4783950617277778,0.522549549021605
