Z,Accuracy,Sensitivity,Specificity,F1,G-mean,AUC,Balanced Accuracy
0,0.6376731824444445,0.4378865373296297,0.6596442891654322,0.260858157741358,0.4953695649148149,0.4094650205777777,0.5487654132481482
4,0.6297325102901236,0.4438369586506173,0.6496754855512346,0.258708236071605,0.49389395087716054,0.4074074074080247,0.5467562221018518
8,0.6248885459549383,0.45413188320370373,0.6430508351777777,0.2620220624882716,0.49883366328703704,0.40020576131728397,0.5485913591932099
16,0.611939300412963,0.45729080933024696,0.6277157978401234,0.25680882808950617,0.4902621060290123,0.4094650205740741,0.5425033035814816
32,0.6017266803845679,0.48314324906975314,0.6109645542382716,0.2672501827395062,0.5027688534790123,0.43209876543148146,0.5470539016555556
