Z,Accuracy,Sensitivity,Specificity,F1,G-mean,AUC,Balanced Accuracy
0,0.2830264060358025,0.8228542034098766,0.21284672228703702,0.22173168954629632,0.3599761482314815,0.8106995884796298,0.5178504628518519
4,0.29022462277098765,0.8173388202975309,0.22217673514012345,0.22173623777098767,0.37262186296358024,0.8024691358012346,0.5197577777191358
8,0.2835390946506173,0.8251156182648147,0.2141806083111111,0.22175228682654322,0.36926350587839507,0.8281893004123457,0.5196481132858025
16,0.27672839506172836,0.828460709384568,0.2047944178308642,0.22121923131296295,0.3625975944154321,0.8230452674895062,0.5166275636080248
32,0.27569787379814814,0.8338781109179012,0.20164198667839506,0.22134009139135805,0.3724746218919753,0.8240740740740741,0.5177600487932099
