Z,Accuracy,Sensitivity,Specificity,F1,G-mean,AUC,Balanced Accuracy
0,0.5557544581635803,0.4882882618049383,0.5611350725432099,0.2183440444734568,0.506463592075926,0.44958847736481483,0.5247116671746913
4,0.5518741426611111,0.4854889280833334,0.5570368487586419,0.2150135851339506,0.5041569152524691,0.4465020576135803,0.5212628884197531
8,0.5555384087777778,0.4850715265524692,0.5621620981611112,0.21655833441604938,0.5065169324851851,0.44855967078209874,0.5236168123611111
16,0.5563425925907408,0.48408387223271604,0.5633084494549383,0.21709924067407407,0.5064460117117283,0.4423868312759259,0.5236961608462963
32,0.5487174211234568,0.4954183813493827,0.5521429086006173,0.2214898532814815,0.5074298169814815,0.45781893004197527,0.5237806449709876
